,Underlying,quarter,timestamp,industry,sector,earnBeatsBefore,earnMissBefore,PostEarningsReturn,1Year,6month,3month,1month,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
675,GLW,3/31/2018,1/30/2018,Electronic Components,Technology,2,0,-0.057690973,0.283733133,0.170940171,0.08044164,0.060371517,2.750701153,0.23951336,250.1156617,0.42642031,0.392112249,0.138414865,0.138414865,-0.535456959,0.138414865,0.10470234,0.024906175,-1.277620397,-0.070945946,down
1105,NTES,3/31/2018,2/8/2018,Internet Content & Information,Technology,1,1,-0.064806087,0.19753517,-0.000711468,-0.002228034,-0.088629996,2.608314217,0.519332423,102.7873158,0.337619334,0.393260826,0.0976759,0.0976759,0.088009655,0.0976759,0.068237499,0.019903819,0.487614858,1.265332012,down
244,BDC,3/31/2018,2/1/2018,Electronic Components,Technology,1,1,-0.118328779,0.108539296,0.158218336,0.067229007,0.073037975,2.020937419,0.473373243,285.7623115,0.626396619,0.394349991,0.120560306,0.120560306,0.050454302,0.120560306,0.177764352,0.029289032,-0.726268882,0.166938062,down
1682,XRX,3/31/2018,1/31/2018,Information Technology Services,Technology,2,0,0.043413493,3.702158273,0.065536355,0.072178478,0.12109777,1.908062751,0.521499239,186.0211139,0.654646933,0.396068438,0.104113578,0.104113578,-0.069166363,0.104113578,-0.37741686,0.000862152,-1.915789474,7.842105263,up
1056,NCLH,3/31/2018,2/22/2018,Leisure,Consumer Cyclical,2,0,-0.024654296,0.218257261,0.051199427,0.070751276,0.006686096,0.208165714,0.433064754,12.84120401,0.59206673,0.397033179,0.142216457,0.142216457,0.079065874,0.142216457,-1.967841535,-0.002759463,0.145399152,-0.090538383,flat
529,EIX,3/31/2018,2/23/2018,Utilities - Regulated Electric,Utilities,2,0,0.039870755,-0.226065553,-0.254182272,-0.257242323,-0.031766613,0.527589134,0.605603633,130.697205,0.735926208,0.40310559,0.217391304,0.217391304,-0.169254658,0.217391304,0.892758937,0.001576431,-1.944954128,-0.505016722,flat
852,IVZ,3/31/2018,1/31/2018,Asset Management,Financial Services,2,0,-0.015108102,0.255304586,0.054932413,-0.0056926,0.003831418,10.64222892,0.183047573,410.6913347,0.709531147,0.40636813,0.25785112,0.25785112,0.296743239,0.25785112,0.115224213,0.011161549,0.030377266,-0.251742403,flat
8,AAOI,3/31/2018,2/22/2018,Semiconductors,Technology,2,0,-0.227857975,-0.080383285,-0.429867987,-0.232904085,-0.015389,3.248529162,0.212160492,300.4559514,0.264265405,0.40840273,0.134982155,0.134982155,0.071579738,0.134982155,-0.007727662,0,0.285514346,1.949311024,down
1168,PAH,3/31/2018,2/27/2018,Specialty Chemicals,Basic Materials,0,2,0.017815755,-0.190038314,-0.079268293,0.075279756,-0.104995766,2.143799231,0.398016842,394.8161317,0.721040927,0.412183026,0.133152428,0.133152428,-0.132403855,0.133152428,0.181875262,0.002651372,-0.769611307,-0.284989858,flat
1086,NOK,3/31/2018,2/1/2018,Communication Equipment,Technology,2,0,0.115701869,0.064159292,-0.264525994,-0.002074689,0.010504202,1.558694288,0.789688933,471.1359194,0.604670437,0.412569538,0.110810404,0.110810404,-0.058036386,0.110810404,0.268014656,0,-2.129533679,0.367336683,up
846,ITW,3/31/2018,1/24/2018,Diversified Industrials,Industrials,2,0,0.004036682,0.395082628,0.218904071,0.116300071,0.028527279,2.383884704,0.665866957,283.5312758,0.726519666,0.414714797,0.234224304,0.234224304,-0.020942408,0.234224304,0.099870718,-0.000164055,-0.223684211,-0.014388489,flat
59,AEP,3/31/2018,1/25/2018,Utilities - Regulated Electric,Utilities,1,1,0.017658586,0.090793246,-0.005229518,-0.073593074,-0.070196877,0.514199703,0.452304916,181.1397754,0.717073156,0.419221079,0.214859332,0.214859332,0.105159563,0.214859332,-0.579217148,0.000710969,0.369852758,0.101203978,flat
50,ADP,3/31/2018,1/31/2018,Business Services,Industrials,2,0,0.02307417,0.184760224,0.015978471,0.021649049,0.030890008,1.056350316,9.475707163,230.7620387,0.911748661,0.419731718,0.177350559,0.177350559,0.144495271,0.177350559,4.385135897,0.000536757,0.055828877,0.175650558,flat
169,AOS,3/31/2018,1/30/2018,Diversified Industrials,Industrials,2,0,-0.006004221,0.375463154,0.230797569,0.119825708,0.084564194,2.240710209,0.478226589,284.1738225,0.484314891,0.421285454,0.183190216,0.183190216,0.029534218,0.183190216,0.071263705,-0.00329351,3.264317181,1.090805902,flat
996,MGM,3/31/2018,2/20/2018,Resorts & Casinos,Consumer Cyclical,0,2,0.006938449,0.283320923,0.12979351,0.048038918,-0.051719395,0.767895752,0.407103366,85.23108862,0.598414537,0.422741795,0.089316221,0.089316221,0.562563123,0.089316221,0.016938056,0,-0.025724441,-0.043260442,flat
193,ASML,3/31/2018,1/17/2018,Semiconductor Equipment & Materials,Technology,2,0,0.066421338,0.616478751,0.329196976,0.057175269,0.08417195,2.665340076,0.279514223,322.9317685,0.393685374,0.423293235,0.299172004,0.299172004,0.278823621,0.299172004,0.080301018,0.034328627,-0.037820423,1.358824052,up
1217,PPG,3/31/2018,1/18/2018,Specialty Chemicals,Basic Materials,1,1,0.033578355,0.193081171,0.013722886,0.011752231,-0.005126423,1.662901155,0.700917761,287.9334239,0.657032289,0.423913043,0.113586957,0.113586957,0.04076087,0.113586957,-0.592618384,-0.003221057,0.2,-0.130597015,flat
1617,WES,3/31/2018,2/16/2018,Oil & Gas Midstream,Energy,0,2,-0.005515283,-0.25338403,-0.005872823,0.113909689,-0.055416586,0.598732599,0.113760673,93.59904307,0.504512406,0.425041692,0.269379986,0.269379986,0.107125114,0.269379986,-0.934110691,-0.002704943,1.387386456,-0.005561709,flat
353,CLNE,3/31/2018,3/14/2018,Oil & Gas Refining & Marketing,Energy,0,2,-0.034133006,-0.424710425,-0.401606426,-0.276699029,0.034722222,1.499739302,0.476123563,340.0508399,0.43218691,0.42731243,-0.062015677,-0.062015677,-0.31743561,-0.062015677,-0.255841024,0.028429178,-0.37012735,-19.23263889,flat
1756,EMR,3/31/2018,2/6/2018,Diversified Industrials,Industrials,2,0,0.011765696,0.149479342,0.119215045,0.075762339,-0.055087671,1.316537468,0.741645706,275.567348,0.577600967,0.427410901,0.15408805,0.15408805,0.102725367,0.15408805,0.010981912,-0.011246731,0.071428571,-0.402684564,flat
390,COP,3/31/2018,2/1/2018,Oil & Gas E&P,Energy,1,1,0.009140213,0.206111567,0.314189944,0.144386067,0.063087491,1.757156539,0.30702127,189.5875917,0.580150487,0.427798485,0.161356258,0.161356258,0.18985211,0.161356258,-0.092648221,0.011207443,-0.471184294,0.032648126,flat
310,CBOE,3/31/2018,2/9/2018,Financial Exchanges,Financial Services,1,1,-0.037024297,0.444069118,0.148243802,-0.020014107,-0.160054409,1.301497006,0.107374783,137.8967295,0.407486184,0.427903979,0.233123892,0.233123892,0.414693088,0.233123892,0.130313589,0.00713054,-0.882672883,0.414322251,flat
234,BAX,3/31/2018,2/1/2018,Medical Instruments & Supplies,Healthcare,2,0,-0.029301998,0.503443957,0.202905812,0.11553353,0.072353729,2.574618929,0.309184568,235.9210526,0.467243294,0.428262437,0.128695025,0.128695025,-0.025594809,0.128695025,-0.036240424,0.015009381,-5.14084507,-0.317120623,flat
1827,RCL,3/31/2018,1/24/2018,Leisure,Consumer Cyclical,2,0,0.040740243,0.497410546,0.099187835,0.053930909,0.044928131,0.175987795,0.447591887,58.02238949,0.519996823,0.42842611,0.153332033,0.153332033,0.143698549,0.153332033,-0.165162515,-0.025660742,-0.141723864,0.622082793,up
777,HSY,3/31/2018,2/1/2018,Confectioners,Consumer Defensive,1,1,-0.061298963,0.046079454,0.044297208,0.05347083,-0.015877263,0.964059015,2.229090831,110.6989301,0.832263061,0.429564619,0.169108534,0.169108534,0.093385048,0.169108534,0.253183369,0,0.130848603,-0.028421534,down
359,CLX,3/31/2018,2/2/2018,Household & Personal Products,Consumer Defensive,2,0,-0.069486728,0.16234573,0.063347731,0.109065044,-0.021613331,1.217391304,1.815789474,138.1638418,0.840269021,0.430084746,0.174435028,0.174435028,0.164548023,0.174435028,0.042944785,-0.006003002,-0.0472103,0.015625,down
1005,MMC,3/31/2018,2/1/2018,Insurance Brokers,Financial Services,2,0,0.018153195,0.227874155,0.06043677,0.035971223,0.03880597,1.305021117,0.579154776,409.3744912,0.635713936,0.430664858,0.186160109,0.186160109,0.007869742,0.186160109,-0.030705394,0,2.103448276,2.964285714,flat
1507,UA,3/31/2018,2/13/2018,Apparel Manufacturing,Consumer Cyclical,1,1,0.148498491,-0.307773109,-0.21547619,0.199272066,-0.067892504,2.204577626,0.52529126,162.9822076,0.496141517,0.432986587,0.000251948,0.000251948,-0.064393226,0.000251948,-0.089444866,0,2.914717925,11.88389938,up
1510,UAA,3/31/2018,2/13/2018,Apparel Manufacturing,Consumer Cyclical,1,1,0.160056307,-0.341203704,-0.232884097,0.184845962,-0.058862434,2.204577626,0.52529126,162.9822076,0.496141517,0.432986587,0.000251948,0.000251948,-0.064393226,0.000251948,-0.089444866,0,2.914717925,11.88389938,up
616,FIT,3/31/2018,2/27/2018,Scientific & Technical Instruments,Technology,1,1,-0.130956063,-0.099186992,-0.021201413,-0.166917293,0.049242424,1.973998289,0.851130451,333.309444,0.479188408,0.435557401,0.027255079,0.027255079,-0.079666267,0.027255079,0.179213723,0.050677209,-1.448361557,2.100841093,down
1332,SHW,3/31/2018,1/25/2018,Specialty Chemicals,Basic Materials,2,0,-0.011053459,0.52929444,0.219067628,0.11071447,0.039434506,1.120049759,1.079896257,193.0268178,0.815006062,0.436948118,0.097784581,0.097784581,0.225500331,0.097784581,-0.018235862,0.010247421,-0.743150437,0.305643892,flat
1239,PX,3/31/2018,1/25/2018,Specialty Chemicals,Basic Materials,2,0,0.015298553,0.366896083,0.18408656,0.129387812,0.045696828,0.993347445,0.549518112,222.9800203,0.680857311,0.437859804,0.221131053,0.221131053,0.011175076,0.221131053,0.016207455,0.008049447,12.39393939,-0.005980861,flat
1282,ROK,3/31/2018,1/24/2018,Diversified Industrials,Industrials,1,1,-0.02083203,0.461862591,0.248414247,0.085888594,0.054342227,1.98281291,1.060476765,264.5364301,0.698800061,0.4393672,0.193873692,0.193873692,-0.148997857,0.193873692,0.087976729,-0.007356322,-0.107021997,-0.232251998,flat
599,FCX,3/31/2018,1/25/2018,Copper,Basic Materials,2,0,0.011161963,0.151586369,0.318090114,0.323430115,0.082872928,2.1395395,0.631565752,113.750248,0.697174414,0.439595318,0.285260861,0.285260861,0.206506646,0.285260861,-0.114684057,0.007805891,-0.265129683,-0.006610577,flat
1495,TTWO,3/31/2018,2/8/2018,Electronic Gaming & Multimedia,Technology,2,0,-0.124128323,1.182309125,0.28048514,0.095233645,0.019841615,1.181267274,1.479217173,323.3192226,0.619612177,0.442677398,0.019865236,0.019865236,0.052283504,0.019865236,0.032059965,0.039676307,0.578838504,0.108021043,down
709,GRPN,3/31/2018,2/14/2018,Internet Content & Information,Technology,1,1,-0.098970718,0.460674157,0.283950617,-0.031657356,0.033797217,0.946139344,4.516418101,48.06215542,0.8498693,0.443120781,0.056960532,0.056960532,0.054652838,0.056960532,0.274359781,0.003799644,0.462542696,0.658671826,down
1068,NEM,3/31/2018,2/22/2018,Gold,Basic Materials,2,0,-0.013986242,0.019230769,0.042338159,0.053852527,-0.053571429,3.631541219,0.131492129,44.70542636,0.434421048,0.444444444,0.210852713,0.210852713,-0.272351421,0.210852713,0.092973305,0.002910556,-1.685009488,0.025299601,flat
96,AKRX,3/31/2018,3/2/2018,Drug Manufacturers - Specialty & Generic,Healthcare,1,1,0.061415657,-0.183524027,-0.45309626,-0.450231125,-0.446306642,4.267667705,0.205822591,277.3601369,0.564681743,0.4465567,-0.021256927,-0.021256927,-0.350521614,-0.021256927,0.061770786,-0.006900895,-0.0833985,0.953269133,up
1537,URI,3/31/2018,1/25/2018,Rental & Leasing Services,Industrials,2,0,-0.019650634,0.632954846,0.530945701,0.311280746,0.094577851,1.06235012,0.537025113,234.1545265,0.79334664,0.446930281,0.277835588,0.277835588,0.466701353,0.277835588,0.079545455,-0.017527675,-0.694537347,0.017241379,flat
541,ENBL,3/31/2018,2/20/2018,Oil & Gas Midstream,Energy,2,0,0.007625687,-0.135379061,0.001393728,-0.043912176,-0.055226824,0.325254105,0.175686813,133.5918114,0.339774002,0.447890819,0.162531017,0.162531017,0.133995037,0.162531017,-0.6,0.017771008,-0.027777778,-0.143884892,flat
442,CY,3/31/2018,2/2/2018,Semiconductors,Technology,2,0,-0.00058292,0.425249169,0.211864407,0.081967213,0.06122449,2.697002514,0.146904328,180.8003638,0.486381824,0.448061826,0.077863331,0.077863331,-0.06024296,0.077863331,-0.295812554,0,-1.100116673,1.098080687,flat
1662,WWE,3/31/2018,2/8/2018,Media - Diversified,Consumer Cyclical,2,0,-0.004422829,0.736842105,0.626315789,0.271129394,0.075973409,2.829225581,0.546309876,112.5424141,0.588354567,0.448701348,0.134520141,0.134520141,0.022745317,0.134520141,0.207240378,0.002055052,3.520257636,0.046705618,flat
544,ENDP,3/31/2018,2/27/2018,Drug Manufacturers - Specialty & Generic,Healthcare,2,0,-0.004395611,-0.479847909,-0.221843003,-0.103538663,-0.042016807,1.022588949,4.580327091,245.7120889,0.958327819,0.449686459,0.17680969,0.17680969,-0.47931021,0.17680969,0.00933707,0,-1.309402118,0.320763215,flat
1793,HZNP,3/31/2018,2/28/2018,Drug Manufacturers - Specialty & Generic,Healthcare,2,0,0.027113235,-0.138956311,0.079908676,0.030501089,-0.074967405,1.625010236,0.763906294,488.9636203,0.762103669,0.451642665,0.335115364,0.335115364,-0.169382866,0.335115364,0.168237135,0.000816065,-0.269290389,0.351392681,flat
420,CSX,3/31/2018,1/17/2018,Railroads,Industrials,1,1,-0.007598033,0.498195876,0.064262175,0.100321787,0.014308149,1.011087645,0.128799728,123.6639888,0.588097037,0.452672022,0.334963325,0.334963325,1.446035627,0.334963325,-0.473815461,-0.002902274,-0.880676329,-0.011456628,flat
412,CROX,3/31/2018,2/28/2018,Footwear & Accessories,Consumer Cyclical,2,0,-0.139335594,1.096870343,0.579124579,0.275611967,0.021786492,2.707008114,0.844795954,179.3433344,0.322601826,0.453850094,-0.04541665,-0.04541665,-0.122348226,-0.04541665,-0.035212168,-0.004589588,-0.136858093,0.638635218,down
890,KMI,3/31/2018,1/18/2018,Oil & Gas Midstream,Energy,1,1,-0.029032625,-0.132150776,0.003589744,0.04040404,0.091466815,0.439249312,0.183761446,162.0993943,0.555701727,0.454570485,0.224669604,0.224669604,-0.276982379,0.224669604,-1.041666667,0.003073001,-1.71471173,0.207882535,flat
778,HTHT,3/31/2018,11/29/2017,Lodging,Consumer Cyclical,2,0,-0.107614782,1.238123167,0.498429319,0.068408773,-0.110212964,1.407719897,0.575318059,53.33789645,0.600038214,0.456386422,0.249195642,0.249195642,0.198086313,0.249195642,0.105827054,0.003651248,0.079047187,0.094109146,down
1707,ZBRA,3/31/2018,2/22/2018,Diversified Industrials,Industrials,2,0,0.116646814,0.38844024,0.177592955,0.106564914,-0.042409293,1.063,1.199040767,184.6345029,0.804912281,0.45711501,0.135477583,0.135477583,0.003898635,0.135477583,-0.419354839,-0.016564952,9.5,-0.287313433,up
1721,AR,3/31/2018,2/14/2018,Oil & Gas E&P,Energy,0,2,0.048790164,-0.30176565,-0.065018807,-0.141164857,-0.120323559,1.093152306,0.093518109,145.0043283,0.4183965,0.457942407,0.249603935,0.249603935,0.577340578,0.249603935,0.16690693,0.000740914,-0.842585993,0.047010524,up
1450,TK,3/31/2018,2/22/2018,Oil & Gas Integrated,Energy,1,1,0.019418086,-0.308943089,-0.102112676,-0.104215457,-0.287709497,0.610075081,1.756237527,314.1302701,0.644154659,0.458865092,0.208572502,0.208572502,-0.078497965,0.208572502,-0.017579896,-0.002781433,-1.351657043,0.493155105,flat
1364,SOHU,3/31/2018,1/29/2018,Internet Content & Information,Technology,0,2,-0.171539897,0.134770889,-0.054512046,-0.276745276,0.044429409,2.276351434,1.539234833,179.3866531,0.463821525,0.459021251,-0.080144418,-0.080144418,-0.577154014,-0.080144418,-0.153337018,0,0.022503272,-2.87106817,down
1181,PBI,3/31/2018,1/31/2018,Business Equipment,Industrials,0,2,0.111600909,-0.196178344,-0.198221093,-0.089466089,0.128801431,1.282976633,10.92389923,202.7848133,0.971766874,0.461810265,0.120126735,0.120126735,0.085736863,0.120126735,-0.681732095,0.005951014,0.00329079,0.113667724,up
1414,T,3/31/2018,2/1/2018,Telecom Services,Communication Services,1,1,0.044649108,-0.111717268,-0.036779835,0.116577221,-0.028282304,0.972440993,0.577796551,160.2983732,0.680234273,0.46415203,0.078534408,0.078534408,0.45678568,0.078534408,0.039585726,0.007458042,-0.776382833,-0.239951402,up
1436,TEVA,3/31/2018,2/8/2018,Drug Manufacturers - Specialty & Generic,Healthcare,1,1,-0.112044139,-0.352283318,0.139967195,0.680096696,0.076406815,0.858322638,1.305434149,476.5927826,0.734546484,0.46565305,0.141417842,0.141417842,-2.113024363,0.141417842,0.293873313,-0.034721419,-1.022453403,1.198473282,down
999,MKSI,3/31/2018,2/1/2018,Scientific & Technical Instruments,Technology,2,0,0.06435522,0.552352049,0.233273056,-0.030791094,0.042813456,4.211675127,0.184737055,214.1704181,0.341799854,0.465662368,0.238323564,0.238323564,0.151695975,0.238323564,0.083264423,0,-0.08954378,-0.176020598,up
251,BEN,3/31/2018,1/30/2018,Asset Management,Financial Services,2,0,-0.054658413,0.119047619,0.009621839,0.02662116,0.036526533,5.765355535,0.200219423,248.1909626,0.209456469,0.466914268,0.362178892,0.362178892,-0.361064686,0.362178892,0.024603139,0.039251941,0.073375621,-0.848314607,down
900,KSU,3/31/2018,1/19/2018,Railroads,Industrials,2,0,-0.013544225,0.312382298,0.076566573,0.09884695,0.004052229,0.699907379,0.213898917,195.9304967,0.471077435,0.46729255,0.360084797,0.360084797,0.835402786,0.360084797,0.340790455,0.01186163,-0.703280769,-0.000339328,flat
333,CG,3/31/2018,2/7/2018,Asset Management,Financial Services,2,0,-0.010320009,0.440828402,0.114416476,0.079822616,0.010373444,2.173586414,3.977904944,1440.913376,0.759865153,0.467553086,0.16173844,0.16173844,0.058444136,0.16173844,-0.258111345,-0.00037507,-7.937181664,0.330627051,flat
658,GG,3/31/2018,2/15/2018,Gold,Basic Materials,0,2,0.043726862,-0.205776173,0.03692066,-0.004524887,-0.102040816,0.910756972,0.088479977,186.992966,0.345907309,0.467760844,-0.866354045,-0.866354045,0.283704572,-0.866354045,0.166666667,-0.004532729,-3.979338843,0.544031311,up
514,ECL,3/31/2018,2/20/2018,Specialty Chemicals,Basic Materials,1,1,0.001747654,0.066596366,0.00967519,0.00967519,-0.059105546,1.33935544,0.450456127,270.2781658,0.614840901,0.470539896,0.16268113,0.16268113,0.155011368,0.16268113,0.010879849,0.005222549,-0.652412087,0.301206683,flat
1563,VIRT,3/31/2018,2/8/2018,Capital Markets,Financial Services,2,0,0.278915579,0.077956989,0.293548387,0.501872659,0.086720867,1.237435459,5.754946308,1326.536528,0.84268073,0.476727364,0.152112327,0,0.03489862,0.152112327,-0.04933879,-0.014143636,5.001548834,-1.725064503,up
1245,PYPL,3/31/2018,2/1/2018,Credit Services,Financial Services,2,0,-0.084584966,1.14479638,0.437815976,0.199156711,0.155471289,1.427852863,1.429473553,1355.88141,0.607740227,0.477831197,0.15758547,0.15758547,0.165598291,0.15758547,0.068482972,0.002340597,-1.516129032,0.639455782,down
300,CAI,3/31/2018,2/15/2018,Rental & Leasing Services,Industrials,2,0,-0.182696862,0.827846365,-0.069158226,-0.254753915,-0.123643538,0.539908668,0.46099726,390.7231959,0.7680034,0.479422337,0.387125933,0.387125933,0.388827445,0.387125933,0.013184641,0.002562472,-0.695840057,0.016364521,down
1102,NSC,3/31/2018,1/24/2018,Railroads,Industrials,2,0,-0.011405959,0.335623074,0.290723404,0.142448211,0.051150541,0.844400786,0.155571856,130.6013488,0.541905855,0.479955039,0.379917572,0.379917572,1.486699138,0.379917572,-0.049275362,0,-0.836693548,-0.214467005,flat
1628,WIN,3/31/2018,2/22/2018,Telecom Services,Communication Services,1,1,-0.136411855,-0.793055556,-0.219895288,-0.331838565,-0.13372093,0.604185564,-1.1882362,156.6826891,1.117183764,0.481474064,0.059550037,0.059550037,-1.225515722,0.059550037,-0.301843318,0.006016216,-0.912676363,-0.049800184,down
796,IBM,3/31/2018,1/19/2018,Information Technology Services,Technology,0,2,-0.040730841,0.013908873,0.146343117,0.154087621,0.1029805,1.331129727,2.123621689,160.4393825,0.8586027,0.481834716,0.205651422,0.205651422,-0.04675509,0.205651422,0.088289342,0,-0.138519924,0.957788244,down
1019,MOMO,3/31/2018,3/7/2018,Internet Content & Information,Technology,2,0,0.085980525,0.276587749,-0.110732984,0.505762411,0.19151175,4.571083578,0.251268925,50.24139654,0.202932111,0.481835406,0.277140772,0.277140772,0.252376047,0.277140772,0.246575303,0.037927158,0.107100003,-0.074348168,up
462,DDD,3/31/2018,3/1/2018,Computer Systems,Technology,1,1,0.12268329,-0.375,-0.256068912,0.062639821,-0.055666004,2.116661597,0.334697683,370.384483,0.303250353,0.482094503,-0.032172353,-0.032172353,-0.057168968,-0.032172353,-0.014580766,0.022489924,0.109828301,0.973744707,up
519,ED,3/31/2018,2/16/2018,Utilities - Regulated Electric,Utilities,1,1,0.008522779,0.046268657,-0.075862895,-0.133205935,-0.014946346,0.721542228,0.31794007,237.2931442,0.67938725,0.488010807,0.183721716,0.183721716,0.17055049,0.183721716,0.913425345,0.004558527,-0.441584158,0.283333333,flat
1696,YUM,3/31/2018,2/8/2018,Restaurants,Consumer Cyclical,2,0,-0.048977377,0.205143631,0.079919137,0.00325529,-0.031778637,1.658068783,-0.238711715,133.0849715,2.192619092,0.490805327,0.312618897,0.312618897,0.276474318,0.312618897,0.360052562,-0.000429369,-0.47706422,0.003205128,down
1560,VIAB,3/31/2018,2/8/2018,Media - Diversified,Consumer Cyclical,1,1,0.069626343,-0.267818575,-0.008449789,0.2617866,0.050619835,1.41464104,0.540152672,371.1763749,0.698655337,0.491376505,0.233322486,0.233322486,0.174747803,0.233322486,-2.525380711,-0.014544543,-0.109869646,-103.4166667,up
204,ATRS,3/31/2018,3/13/2018,Medical Instruments & Supplies,Healthcare,1,1,-0.046006273,0.139344262,-0.085526316,0.588571429,0.349514563,3.529905295,0.468983814,308.816485,0.548723399,0.493770525,-0.286327252,-0.286327252,-0.26459306,-0.286327252,-0.032825126,-0.055726337,-0.175140216,-0.071462983,down
450,CZR,3/31/2018,3/8/2018,Resorts & Casinos,Consumer Cyclical,1,1,0.00796817,0.295336788,0.072961373,-0.032882012,-0.074074074,1.832097458,0.585426357,97.70102536,0.870805895,0.494873179,0.096060443,0.096060443,1.123043713,0.096060443,-0.677091478,-0.00018005,-0.924074964,1.160399079,flat
56,AEM,3/31/2018,2/15/2018,Gold,Basic Materials,2,0,-0.008610275,-0.08008089,-0.003941318,0.009318837,-0.041508639,4.378196698,0.067479605,70.50762135,0.371060012,0.495467524,0.147954725,0.147954725,0.06209244,0.147954725,-0.351494049,-0.015086976,1.28010143,0.089049302,flat
961,MCD,3/31/2018,1/30/2018,Restaurants,Consumer Cyclical,1,1,-0.030209292,0.446931467,0.140648059,0.083897323,0.026978625,1.842939182,-0.884516524,135.0722819,1.096675808,0.499138609,0.386296393,0.386296393,0.130837796,0.386296393,-0.084178911,-0.001610393,0.930156004,0.227170288,flat
1486,TSM,3/31/2018,1/18/2018,Semiconductors,Technology,2,0,0.032842176,0.456110736,0.202397547,0.05478112,0.091898734,2.215623709,0.259006546,161.0700971,0.249674906,0.499369488,0.395890982,0.395890982,0.364494929,0.395890982,0.262588033,0.002250444,0.057996888,0.146097636,flat
496,DUK,3/31/2018,2/20/2018,Utilities - Regulated Electric,Utilities,2,0,-0.013255657,-0.027883397,-0.106789333,-0.15323471,-0.001562093,0.67721519,0.299048851,177.2601541,0.697369375,0.50262605,0.243697479,0.243697479,0.12307423,0.243697479,0.212290503,0.003639124,0.320056899,-0.298213185,flat
1643,WMB,3/31/2018,2/15/2018,Oil & Gas Midstream,Energy,1,1,0,0.037729318,0.000333667,0.06199079,-0.078105781,0.823507181,0.274026512,159.8922801,0.651039869,0.502692998,0.216337522,0.216337522,0.757181329,0.216337522,-0.303670745,0.002352785,-0.800829876,0.082058414,flat
246,BDX,3/31/2018,2/6/2018,Medical Instruments & Supplies,Healthcare,2,0,0.011938065,0.253386854,0.140928698,0.00357111,0.012337896,1.540441176,0.230454225,237.012987,0.616223832,0.503246753,0.18961039,0.18961039,-0.044155844,0.18961039,-11.61476868,0,1.794117647,1.278125,flat
648,FTV,3/31/2018,2/9/2018,Scientific & Technical Instruments,Technology,2,0,0.046763234,0.230687077,0.034720144,-0.05893562,-0.053136127,1.832865256,0.422736987,231.0366967,0.637335009,0.503680744,0.196933636,0.196933636,0.186472574,0.196933636,0.053216921,-0.000313789,0.016918967,0.196374622,up
1813,NXPI,3/31/2018,2/8/2018,Semiconductors,Technology,2,0,-0.004045626,0.149501333,0.030359356,-0.002655929,-0.017222457,2.223693893,0.20093147,130.6331433,0.429664435,0.505700326,0.103013029,0.103013029,0.306596091,0.103013029,0.135889484,0.00793574,-0.667994688,-0.124661247,flat
1821,PLNT,3/31/2018,2/23/2018,Leisure,Consumer Cyclical,2,0,0.114830628,0.548889939,0.337821297,0.087562189,-0.049013921,1.579942872,-0.937599384,154.6868192,1.125346807,0.50615543,0.315434088,0.315434088,-0.025763273,0.315434088,0.175212239,0.017737079,-11.4729221,-0.079935778,up
1291,RUBI,3/31/2018,3/15/2018,Software - Infrastructure,Technology,0,2,0.135709252,-0.794994041,-0.578431373,-0.017142857,0.023809524,1.402367844,1.319741694,1928.523426,0.570917669,0.507437016,-0.630952002,-0.630952002,-0.75857566,-0.630952002,-0.299613789,0.225865659,-0.450770458,0.10444733,up
1202,PG,3/31/2018,1/23/2018,Household & Personal Products,Consumer Defensive,2,0,-0.0313942,0.05077187,0.037016138,0.003275467,0.003933137,0.94282176,0.623178858,108.734119,0.567914785,0.507847082,0.238976717,0.238976717,0.143432021,0.238976717,0.324004306,0.008648138,-0.929859719,0.693268187,flat
1459,TOO,3/31/2018,2/22/2018,Shipping & Ports,Industrials,0,2,0.101649936,-0.580310881,0.034042553,0.016736402,-0.15916955,0.485434934,0.924909688,253.3479752,0.738639131,0.508061462,0.169774252,0.169774252,0.047719526,0.169774252,-0.875990159,0.009464505,-1.430201247,-0.448057964,up
526,EIGI,3/31/2018,2/13/2018,Software - Application,Technology,1,1,-0.020202707,-0.090909091,-0.032258065,-0.056603774,-0.147727273,0.318903259,6.354038913,20.02693288,0.968088329,0.508438403,0.111802889,0.111802889,0.025396771,0.111802889,-0.060577805,0.003943479,-0.119496855,0.067576339,flat
1008,MMP,3/31/2018,2/1/2018,Oil & Gas Midstream,Energy,0,2,0.002518188,-0.107959515,0.021170076,0.038098008,0.005351359,0.731418632,0.39279169,83.12666438,0.711990128,0.508879413,0.367236547,0.367236547,0.353327422,0.367236547,0.99215644,-0.001049248,0.069425587,0.12575691,flat
1612,WEN,3/31/2018,2/22/2018,Restaurants,Consumer Cyclical,0,2,0.03988444,0.147912243,0.079893475,0.151988636,-0.035098156,1.780020426,0.39630288,135.0129508,0.860089901,0.511823882,0.223714377,0.223714377,0.515044608,0.223714377,-0.088552147,-0.000208018,-0.723335594,-0.004446106,flat
