Underlying,quarter,1Year,1month,3month,6month,industry,sector,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
BPL,3/31/2018,-0.296275553,-0.042301829,-0.053840361,-0.169393489,Oil & Gas Midstream,Energy,1.165419061,0.092767438,88.63005397,0.501817579,0.336215298,0.143278069,0.143278069,0.094981426,0.143278069,0.67004692,-0.01386959,-0.072980164,-0.0967141,flat
BPL,6/30/2018,-0.385972716,0.094055482,-0.233006112,-0.220297496,Oil & Gas Midstream,Energy,1.008036728,0.105475071,99.36720842,0.533741666,0.412865538,0.154858589,0.154858589,0.097683025,0.154858589,-2.987326494,-0.001466729,0.188065808,-0.067858425,down
BSX,9/30/2017,0.143452877,-0.014023732,0.055833654,0.162849873,Medical Devices,Healthcare,0.72038111,0.636267791,241.4716472,0.59283108,0.711071107,0.175517552,0.175517552,0.127362736,0.175517552,0.071428571,0,-0.833922261,0.031372549,flat
BSX,12/31/2017,0.319518717,0.025987526,0.094639556,0.131016043,Medical Devices,Healthcare,0.675981606,0.806332002,234.6428571,0.63176137,0.720930233,0.186877076,0.186877076,-0.255398671,0.186877076,2.744680851,0.016209476,-1.952845528,0.009174312,flat
BTE,9/30/2017,-0.403846154,0.148148148,-0.04778157,-0.293670886,Oil & Gas E&P,Energy,0.7376374,0.079836725,193.1814167,0.578077134,0.57048792,-0.192477943,-0.192477943,-0.046312747,-0.192477943,-3.322992701,0,3.82715648,0.029854194,flat
BWA,9/30/2017,0.351208014,0.116630144,0.116902094,0.110411622,Auto Parts,Consumer Cyclical,1.428313455,0.62242204,309.0913418,0.601037061,0.21633143,0.122340866,0.122340866,0.076525122,0.122340866,0.065652909,0.008559467,0.06381828,-0.141967067,flat
BWA,12/31/2017,0.478111588,0.023781213,0.098681412,0.225913621,Auto Parts,Consumer Cyclical,1.460992908,0.652496771,284.9128132,0.609107442,0.21879833,0.127126508,0.127126508,-0.056526446,0.127126508,0.240234733,0.030695942,-2.690834473,-0.009525521,flat
BWA,3/31/2018,0.371571072,-0.013275924,0.044832827,0.170960187,Auto Parts,Consumer Cyclical,1.517606501,0.62305981,294.5772726,0.599812652,0.212548935,0.124196387,0.124196387,0.080846173,0.124196387,-0.330973883,-0.018125935,0.135495335,-0.273775216,down
BWA,6/30/2018,0.295543585,0.075406504,-0.067500881,0.014962594,Auto Parts,Consumer Cyclical,1.584626392,0.564679443,293.6258352,0.585361862,0.214996288,0.128953229,0.128953229,0.100890869,0.128953229,-0.132080685,0.00050671,-0.055187638,-0.136414048,flat
BX,9/30/2017,0.374703557,0.055859138,0.157019295,0.175794456,Asset Management,Financial Services,1.348309532,0.677032068,469.5844935,0.576171919,0.788356658,0.494370854,0,0.225565788,0.494370854,-0.326719045,-0.001951983,-0.26329678,1.226926075,flat
BX,12/31/2017,0.418466751,0.026670754,-0.023045508,0.108206486,Asset Management,Financial Services,1.374720566,0.758659094,434.0405523,0.601220166,0.774360586,0.483137788,0,0.155780729,0.483137788,0.339679307,-0.000929304,-0.310098442,1.550611314,flat
BX,3/31/2018,0.193274567,0.123923739,0.105900151,0.091044776,Asset Management,Financial Services,1.215338512,0.648520326,360.3678415,0.515819016,0.784358494,0.454330063,0,0.212586249,0.454330063,-0.850831851,-0.027136843,-0.319127305,1.003770977,flat
BX,6/30/2018,0.073648649,-0.048218029,-0.090961098,-0.044497895,Asset Management,Financial Services,1.161467465,0.616511258,280.7236711,0.513368197,0.851101128,0.623229153,0,0.286143642,0.623229153,-0.263823263,-0.005527633,0.248764895,1.802656806,flat
C,9/30/2017,0.546734364,0.035537701,0.145445223,0.117745163,Banks - Global,Financial Services,0.526749536,6.715170769,867.1454421,0.878980464,1,0.374555438,0,0.257877332,0.374555438,0.073550212,0,0.331478345,0.608810282,flat
C,12/31/2017,0.529699939,0.079982706,0.118173679,0.2808067,Banks - Global,Financial Services,0.502913679,7.716602291,919.3621629,0.89054229,1,0.334602008,0,-1.239779513,0.334602008,0.07151145,0,-1.422008151,4.079515335,flat
C,3/31/2018,0.29731555,0.022624434,0.061765925,0.151678657,Banks - Global,Financial Services,0.536378144,7.916978097,995.8861093,0.894456283,1,0.356787158,0,0.27066612,0.356787158,0.127796337,0,0.361038961,2.270845313,flat
C,6/30/2018,0.221921057,-0.018238737,-0.046530073,-0.0405693,Banks - Global,Financial Services,0.529724727,7.991279086,809.4401463,0.894909571,1,0.356543121,0,0.269281516,0.356543121,-0.01057369,0,0.377060134,-8.487160675,flat
CAH,9/30/2017,-0.061643004,-0.012262102,0.0594602,0.031616862,Medical Distribution,Healthcare,1.058820904,3.355345912,93.72966515,0.840081068,0.051223921,0.014215251,0.014215251,0.003523176,0.014215251,-4.824724809,0.036783697,0.452173913,0.193903472,down
CAH,12/31/2017,-0.061180789,-0.068306011,-0.113518198,-0.147618386,Medical Distribution,Healthcare,1.089210811,3.043163574,79.50207469,0.822118634,0.052890354,0.016199625,0.016199625,0.029926675,0.016199625,0.054443555,0.02299209,0.109211776,-4.010752688,flat
CAH,3/31/2018,-0.162294239,-0.029210134,0.081161826,-0.060571099,Medical Distribution,Healthcare,1.097353806,2.842908319,83.24904112,0.815992786,0.056878661,0.018761336,0.018761336,0.007581839,0.018761336,0.425747126,-0.014097548,0.17254902,0.734748011,flat
CAH,6/30/2018,-0.114262228,0.027168732,-0.099456749,0.047811994,Medical Distribution,Healthcare,1.072511248,3.778346262,80.80822654,0.848038848,0.049082011,0.009109169,0.009109169,-0.032985374,0.009109169,-0.233692569,0.027715466,-0.34219554,1.288808664,down
CAI,9/30/2017,1.945885006,0.131658727,0.206928406,0.619962802,Rental & Leasing Services,Industrials,0.386109565,0.713776794,394.4069498,0.788412232,0.438238263,0.319583856,0.319583856,0.195062167,0.319583856,0.270591938,-0.000601844,0.13521351,-0.032708628,flat
CAI,12/31/2017,2.758083832,0.061569689,0.210181257,0.689822294,Rental & Leasing Services,Industrials,0.539908668,0.46099726,390.7231959,0.7680034,0.479422337,0.387125933,0.387125933,0.388827445,0.387125933,0.013184641,0.002562472,-0.695840057,0.016364521,up
CAI,3/31/2018,0.827846365,-0.123643538,-0.254753915,-0.069158226,Rental & Leasing Services,Industrials,0.460533488,0.527226165,393.5650177,0.756247331,0.465137249,0.370289597,0.370289597,0.179692579,0.370289597,0.425500237,-0.003441475,-0.011378224,-0.037837287,down
CAI,6/30/2018,-0.021709007,0.015827338,-0.318313486,-0.455246914,Rental & Leasing Services,Industrials,0.481420563,0.653793063,473.8870914,0.768881563,0.453715529,0.364400927,0.364400927,0.192015515,0.364400927,-0.102793433,0.002219715,-0.046213726,-0.029388485,up
CARA,6/30/2018,-0.148782093,0.045270816,0.016509434,0.082914573,Biotechnology,Healthcare,3.978003044,0.476531283,74.80340988,0.477629331,-4.915796799,-6.197981907,-6.197981907,-5.982602644,-6.197981907,0.332827772,0.084978374,-3.160055833,-0.053242321,down
CAT,9/30/2017,0.362811791,0.039093267,0.117446545,0.145246665,Farm & Construction Equipment,Industrials,1.435548006,1.65757983,211.4588627,0.800190937,0.278103917,0.145010076,0.145010076,0.092788925,0.145010076,-0.073374542,0.004104163,0.101038716,-0.075,up
CAT,12/31/2017,0.525309858,0.059202059,0.149642046,0.261061099,Farm & Construction Equipment,Industrials,1.345809662,1.966196977,208.7655087,0.821132507,0.265508685,0.109879032,0.109879032,-0.100728908,0.109879032,-0.180192386,0.001693145,-1.284064665,-0.290203327,up
CAT,3/31/2018,0.749168745,0.080834671,0.278402187,0.469704907,Farm & Construction Equipment,Industrials,1.36329465,1.802051822,222.1961272,0.804240265,0.281981492,0.166342639,0.166342639,0.129481297,0.166342639,-0.055871481,0.007746007,0.09009009,-0.981818182,flat
CAT,6/30/2018,0.632633588,0.067225726,-0.098894025,0.170581528,Farm & Construction Equipment,Industrials,1.36540636,1.902009544,206.3757048,0.81082963,0.277282135,0.160516737,0.160516737,0.121832846,0.160516737,0.098510146,0.000921227,0.173403632,0.084729981,down
CBOE,9/30/2017,0.380869312,0.030483836,0.144733671,0.218758019,Financial Exchanges,Financial Services,1.572689076,0.08269919,137.9048086,0.447734359,0.441118744,0.204775924,0.204775924,0.098953222,0.204775924,-0.190705128,-0.005553657,0.375206612,-18.39705882,flat
CBOE,12/31/2017,0.805047319,0.047793444,0.198826734,0.346511354,Financial Exchanges,Financial Services,1.301497006,0.107374783,137.8967295,0.407486184,0.427903979,0.233123892,0.233123892,0.414693088,0.233123892,0.130313589,0.00713054,-0.882672883,0.414322251,flat
CBOE,3/31/2018,0.444069118,-0.160054409,-0.020014107,0.148243802,Financial Exchanges,Financial Services,1.33307312,0.121031746,125.9688826,0.402312226,0.422399383,0.226951267,0.226951267,0.152243796,0.226951267,0.137101624,-0.002192573,-0.151182432,-0.014067278,flat
CBOE,6/30/2018,0.270022883,-0.055107527,-0.227811951,-0.067309393,Financial Exchanges,Financial Services,0.858949846,0.215868682,163.552809,0.405856796,0.424719101,0.206292135,0.206292135,0.124794007,0.206292135,-0.187857143,0.011817044,0.30972389,0.437567277,flat
CBPO,9/30/2017,-0.200867534,-0.087358293,-0.195160884,-0.156615899,Biotechnology,Healthcare,6.449150842,0.130529052,271.872597,0.11778386,0.674325888,0.382147528,0.382147528,0.317042169,0.382147528,-0.031409519,-0.002782006,0.298128678,0.346721623,flat
CBPO,12/31/2017,-0.352317658,-0.206534062,-0.2057974,-0.341628185,Biotechnology,Healthcare,6.074867468,0.163217349,498.9252058,0.178890171,0.658581841,0.217440752,0.217440752,-0.273478642,0.217440752,0.01318426,0.006492187,-0.52060749,0.251539615,flat
CBS,9/30/2017,0.236726088,0.012872841,0.018147388,-0.002319468,Media - Diversified,Consumer Cyclical,1.553307009,1.353373413,414.1501104,0.874696577,0.412803532,0.222958057,0.222958057,0.186691895,0.222958057,-0.034722222,0,-0.153716216,-10.34693878,flat
CBS,12/31/2017,-0.012511333,-0.075382003,-0.143979881,-0.164723926,Media - Diversified,Consumer Cyclical,1.579305136,2.008088979,344.1481765,0.905100034,0.362917623,0.191022698,0.191022698,-0.010456516,0.191022698,0.389473684,0.001007156,-0.268292683,-3.89,flat
CBS,3/31/2018,-0.130288167,-0.054333333,0.005850027,-0.147023452,Media - Diversified,Consumer Cyclical,1.521504055,2.051941503,370.7258708,0.903695789,0.361871843,0.207657538,0.207657538,0.13586812,0.207657538,-0.93877551,0,0.113502935,0.128312413,flat
CCI,9/30/2017,-0.010034116,-0.019479229,0.022171571,0.131422018,REIT - Diversified,Real Estate,7.126286264,0.082768697,109.1170933,0.59137006,0.635665768,0.262461462,0.262461462,0.108342629,0.262461462,0.970284415,0.002907507,0.240811153,0.002574599,flat
CCI,12/31/2017,0.099542583,-0.008641005,0.037935643,0.051228655,REIT - Diversified,Real Estate,0.877483008,0.104714741,142.565181,0.617150275,0.645748694,0.250238674,0.250238674,0.079238181,0.250238674,-20.39211192,0.0041183,0.877079426,0.084187942,flat
CCI,3/31/2018,0.250171116,0.009580838,0.054256854,0.101407035,REIT - Diversified,Real Estate,0.904802022,0.092503117,141.0546574,0.602108527,0.666666667,0.275596613,0.275596613,0.087759815,0.275596613,-0.431818182,-0.003192914,0.877192982,-0.157079646,flat
CCI,6/30/2018,0.101250129,-0.020942408,0.005281524,0.046539028,REIT - Diversified,Real Estate,0.905132193,0.102339647,158.075188,0.611849015,0.658646617,0.269924812,0.269924812,0.135338346,0.269924812,-0.04368932,0.005957189,0.177777778,0.003034901,flat
CCJ,9/30/2017,-0.041706161,0.064210526,-0.071625344,-0.212616822,Industrial Metals & Minerals,Basic Materials,5.39793251,0.069891022,157.5682978,0.358266634,0.32054144,0.029209587,0.029209587,-0.254764268,0.029209587,0.196538807,0.001672078,-0.661083808,0.07065433,flat
CCJ,12/31/2017,0.113350126,-0.123885035,-0.162878788,-0.078206465,Industrial Metals & Minerals,Basic Materials,5.196131817,0.084579058,188.7656742,0.375262945,0.44405616,0.111834526,0.111834526,-0.076178162,0.111834526,0.405287178,0.017461395,-2.717051245,0.023919722,down
CDNS,9/30/2017,0.345224396,0.023642732,0.047491039,0.36618621,Software - Application,Technology,1.790125237,0.51460712,128.0678536,0.561544264,0.887758087,0.165493059,0.165493059,0.167196816,0.165493059,0.032856444,-0.01824661,0.279409047,-0.05432519,up
CDNS,3/31/2018,0.723396081,0.066825208,0.045687646,0.22167756,Software - Application,Technology,1.23514486,0.758338892,163.6207383,0.540632001,0.877812852,0.162072092,0.162072092,0.140891491,0.162072092,0.07882667,0.009594049,0.531851547,0.078035104,down
CDNS,6/30/2018,0.117396594,0.009895547,-0.195885314,-0.121262856,Software - Application,Technology,1.297591698,0.732427432,160.0965391,0.530042941,0.886263458,0.178647006,0.178647006,0.144965866,0.178647006,0.088552115,0.035030827,0.546886851,0.017957187,up
CELG,9/30/2017,0.297325297,0.052732136,0.100239617,0.208545359,Biotechnology,Healthcare,3.651024944,0.41106599,201.6550046,0.689626922,0.778217219,0.344995437,0.344995437,0.300578035,0.344995437,-0.208492107,-0.007721831,0.162955466,-0.092830882,flat
CELG,12/31/2017,0.224623579,-0.163740645,-0.108758852,-0.035573123,Biotechnology,Healthcare,4.985604285,0.431585031,209.6942291,0.770379218,0.930519667,0.453919035,0.453919035,-0.023255814,0.453919035,0.214173677,0.01042205,9.407407407,0.125518058,down
CELG,3/31/2018,-0.083059137,-0.030283081,-0.157391518,-0.244283201,Biotechnology,Healthcare,2.527126806,0.602281516,205.4027699,0.850329899,0.892029395,0.070378745,0.070378745,0.239118146,0.070378745,-1.487761618,-0.007725293,-0.976359338,0.593846154,flat
CELG,6/30/2018,-0.30810986,-0.038721297,-0.148893761,-0.154204219,Biotechnology,Healthcare,1.52221235,1.312536443,199.9174095,0.897440498,0.966963818,0.411641321,0.411641321,0.273990561,0.411641321,-0.875582169,0.003431732,0.345454545,-0.123677787,flat
CENX,9/30/2017,1.47267356,0.030153846,0.219227968,0.083495146,Aluminum,Basic Materials,2.610353639,0.253113144,47.57039274,0.505524595,0.103338367,0.067318948,0.067318948,0.051873853,0.067318948,0.249923944,0.006981549,-0.158879854,0.183839913,down
CENX,12/31/2017,1,-0.099940863,-0.094047619,0.115835777,Aluminum,Basic Materials,2.906165854,0.229637603,44.95710469,0.475454291,0.110389146,0.082916328,0.082916328,0.082529094,0.082916328,-0.041875235,0.000232713,-0.586119257,10.1529304,flat
CENX,3/31/2018,0.502071823,-0.062095731,0.611111111,0.266006985,Aluminum,Basic Materials,2.88336714,0.237475915,73.96369637,0.474696356,0.03190319,0.00770077,0.00770077,-0.000660066,0.00770077,-0.278287462,0.007196162,27.33333333,0.033333333,flat
CENX,6/30/2018,0.194464676,-0.036427732,-0.281646956,0.171428571,Aluminum,Basic Materials,2.892755005,0.245926621,80.14468085,0.472385429,0.071702128,0.045744681,0.045744681,0.041276596,0.045744681,-0.05483871,0.029588898,-0.226804124,-4.461538462,down
CEQP,9/30/2017,0.110609481,0.046808511,-0.052023121,-0.071698113,Oil & Gas Midstream,Energy,0.944850637,0.305605209,131.7758476,0.474443683,0.101611553,-0.009418167,-0.009418167,-0.035893679,-0.009418167,-0.642857143,0,-0.466472303,0.667366212,flat
CEQP,12/31/2017,0.166666667,-0.042253521,-0.064833006,-0.068493151,Oil & Gas Midstream,Energy,1.050287072,0.362468604,129.5897827,0.491119979,0.115326009,0.03191916,0.03191916,-0.101130804,0.03191916,-0.076923077,0.066574796,-1.351308485,-0.880866426,up
CEQP,3/31/2018,0.02037037,-0.007207207,0.213656388,0.129098361,Oil & Gas Midstream,Energy,0.939651509,0.342528568,126.4242152,0.493163514,0.133811659,0.040986547,0.040986547,0.026995516,0.040986547,0.821917808,0,0.338870432,0.413584398,flat
CEQP,6/30/2018,0.078895464,0.055984556,-0.042031524,0.158898305,Oil & Gas Midstream,Energy,1.131077216,0.322694763,141.8310529,0.506824772,0.136942296,0.01820345,0.01820345,-0.030339084,0.01820345,-0.196721311,0,-1.537254902,-4.309734513,flat
CERN,9/30/2017,0.025343019,-0.054058079,0.057609058,0.211520122,Health Information Services,Technology,2.765647289,0.176788885,297.6059871,0.267680435,0.857213724,0.198031713,0.198031713,0.14172944,0.198031713,0.196532962,-0.027504821,0.172896564,-0.03026145,flat
CERN,3/31/2018,0.183903793,-0.093497663,-0.022008253,0.009624487,Health Information Services,Technology,2.94568599,0.163849196,293.8215825,0.247425302,0.821111473,0.150994577,0.150994577,0.12375731,0.150994577,0.102748192,0.000250133,0.136799145,0.33266661,flat
CERN,6/30/2018,-0.112438725,0.003985444,-0.161868943,-0.128197412,Health Information Services,Technology,2.847228687,0.171287561,307.3924109,0.252740887,0.825416183,0.15228697,0.15228697,0.123823687,0.15228697,0.190949335,0.001714395,0.171159149,0.180970367,down
CG,9/30/2017,0.212653779,0.058823529,0.189655172,0.196531792,Asset Management,Financial Services,2.249494491,4.100338409,2185.607907,0.762822378,0.386310361,0.260822003,0.260822003,0.06969839,0.260822003,0.364773387,0.016500651,-7.374439462,1.650226472,up
CG,12/31/2017,0.424050633,-0.068322981,0.086956522,0.293103448,Asset Management,Financial Services,2.173586414,3.977904944,1440.913376,0.759865153,0.467553086,0.16173844,0.16173844,0.058444136,0.16173844,-0.258111345,-0.00037507,-7.937181664,0.330627051,flat
CG,3/31/2018,0.440828402,0.010373444,0.079822616,0.114416476,Asset Management,Financial Services,2.314008264,3.656141411,2131.728799,0.76487042,0.387877063,0.252703472,0.252703472,0.056488332,0.252703472,0.034548136,0.010748778,-6.37279597,-8.951327434,flat
CG,6/30/2018,0.15819209,-0.014423077,-0.196078431,-0.092920354,Asset Management,Financial Services,2.128096063,4.032483303,1764.956356,0.765066494,0.48198299,0.340085049,0.340085049,0.077663384,0.340085049,-0.156827293,-0.012535517,-6.752161383,0.104732351,flat
CHGG,9/30/2017,1.634011091,0.108087092,0.698450536,0.930894309,Education & Training Services,Consumer Defensive,3.651034796,0.178762122,166.3185664,0.161757756,0.643103448,-0.177139208,-0.177139208,-0.183844189,-0.177139208,0.459317499,0.150973342,-1.005210142,-0.11458882,up
CHGG,12/31/2017,1.45852187,0.096904441,0.20295203,0.382527566,Education & Training Services,Consumer Defensive,4.440044218,0.131853773,74.85015033,0.125003916,0.740609738,0.055083189,0.055083189,0.049777572,0.055083189,0.033450106,-0.063113052,2.978136103,0.303949127,down
CHGG,3/31/2018,1.275382476,-0.022700119,0.169406719,0.088489687,Education & Training Services,Consumer Defensive,4.382404537,0.132493358,38.20809887,0.126256854,0.737176571,-0.031189489,-0.031189489,-0.034009539,-0.031189489,-0.183745682,0.039594516,-4.432938479,-1.914848161,up
CHGG,6/30/2018,1.478857143,0.066371681,0.276633314,0.356472795,Education & Training Services,Consumer Defensive,10.11006659,0.1247868,39.81353238,0.460540321,0.760394492,-0.003988036,-0.003988036,-0.052666325,-0.003988036,0.72241158,-0.01072466,-3.040163725,0.227036906,up
CHK,9/30/2017,-0.057142857,-0.033472803,-0.166064982,-0.278125,Oil & Gas E&P,Energy,0.531109107,-0.843987823,188.3870968,1.058759703,0.220603538,0.059313215,0.059313215,-0.009365245,0.059313215,-1.6,0,-6.666666667,-0.057401813,flat
CHK,12/31/2017,-0.26119403,-0.072599532,-0.12,-0.228070175,Oil & Gas E&P,Energy,0.647283531,-1.087217351,193.4763432,1.029939638,0.299518845,0.132718524,0.132718524,0.133520449,0.132718524,-0.2,-0.024068141,-0.186186186,0.775423729,down
CHK,3/31/2018,-0.567434211,-0.353808354,-0.345771144,-0.311518325,Oil & Gas E&P,Energy,0.519966015,-1.244843998,160.6712775,1.008025815,0.284377543,0.133848657,0.133848657,0.119202604,0.133848657,-0.25,0,-0.092150171,0.158536585,up
CHK,6/30/2018,-0.438794727,0.020547945,-0.179063361,-0.209549072,Oil & Gas E&P,Energy,0.431604595,-1.503401361,173.5755944,1.009480593,0.214894572,0.035441902,0.035441902,-0.007626738,0.035441902,-0.333333333,0,-10.11764706,-0.022988506,flat
CHTR,9/30/2017,0.465543323,0.057295298,0.009756804,0.123940576,Pay TV,Communication Services,0.396583165,0.313551416,57.65729585,0.712753326,0.550009562,0.101357812,0.101357812,0.004589788,0.101357812,0.679297597,0.0013062,2.5625,0.020632737,up
CHTR,12/31/2017,0.341749008,-0.049441918,-0.059934587,-0.011152523,Pay TV,Communication Services,0.230387737,0.283747825,56.28890775,0.675828485,0.557724958,0.112054329,0.112054329,0.901056404,0.112054329,-2.484702093,0.00179631,-0.970480477,0.011970534,down
CHTR,3/31/2018,0.135627964,0.051412061,0.110752012,-0.03724646,Pay TV,Communication Services,0.206688502,0.299267437,48.25795252,0.67755951,0.560945857,0.104250727,0.104250727,0.015764286,0.104250727,-0.078125,-0.003029507,0.154761905,-0.048536495,up
CHTR,6/30/2018,-0.136797915,-0.026480768,-0.205230047,-0.123758302,Pay TV,Communication Services,0.196092413,0.374542638,54.44398378,0.687920083,0.570941588,0.127971255,0.127971255,0.025152018,0.127971255,0.254851229,0.002296017,0.622710623,0.012919897,down
CI,9/30/2017,0.412921348,0.048291056,0.123269317,0.187200755,Health Care Plans,Healthcare,0.881290242,1.130929657,116.2993643,0.770779514,0.341745328,0.116162589,0.116162589,0.053939511,0.116162589,0.012308534,0.007959949,0.467857143,-0.050202429,flat
CI,12/31/2017,0.705076273,0.037169069,0.123771656,0.26229822,Health Care Plans,Healthcare,0.831543666,1.172988715,117.1493685,0.776788172,0.315354667,0.075966195,0.075966195,0.02525876,0.075966195,-0.230148048,0.008713961,0.781954887,-0.869565217,flat
CI,3/31/2018,0.424907673,0.028584123,0.053762897,0.204613784,Health Care Plans,Healthcare,0.773712737,1.19577316,110.8150264,0.774409655,0.355623902,0.112214411,0.112214411,0.080404218,0.112214411,-0.07253699,-0.00390617,0.039344262,0.453333333,flat
CI,6/30/2018,0.088268721,0.021150542,-0.172738181,-0.128262189,Health Care Plans,Healthcare,0.833403653,1.125347623,108.5109349,0.76574435,0.350178618,0.102030147,0.102030147,0.070227411,0.102030147,0.237479362,-0.001138245,0.05955335,0.203015075,flat
CIEN,10/31/2017,0.116889093,-0.059666796,-0.107392424,-0.08033346,Communication Equipment,Technology,1.933340914,0.485756962,310.7919481,0.459388098,0.437484636,0.076824605,0.076824605,1.558274643,0.076824605,0.12641898,0.015337378,-0.936285834,-0.05329984,down
CIEN,4/30/2018,-0.104980843,0.058450385,0.074022989,0.080981027,Communication Equipment,Technology,2.005973195,0.567481347,323.6997553,0.502611681,0.40180252,0.049898764,0.049898764,0.018981394,0.049898764,0.004951725,0.029921671,3.112514434,-0.360622011,up
CIEN,7/31/2018,0.019923696,-0.06744186,0.038411739,0.120111732,Communication Equipment,Technology,1.969675358,0.600599004,324.9359747,0.508941824,0.429330363,0.113536969,0.113536969,0.062089576,0.113536969,0.102060825,0.038970767,0.755959874,-0.156472391,down
CIM,9/30/2017,0.117681845,-0.000528821,-0.025270758,0.072036302,REIT - Diversified,Real Estate,1.441697561,2.617307733,30120.85409,0.82789612,0.935214912,0.862237217,0,0.841825228,0.862237217,-3.43418736,0.000987917,-0.212056137,0.016237246,flat
CIM,12/31/2017,0.188106012,-0.037192247,-0.017637627,-0.035170604,REIT - Diversified,Real Estate,1.462602779,2.615495975,41069.69663,0.828717133,0.914281515,0.816771328,0,0.878726758,0.816771328,0.401359153,-0.000372489,0.506319233,0.130024145,flat
CIM,3/31/2018,-0.075492341,-0.056393076,-0.054280918,-0.110526316,REIT - Diversified,Real Estate,1.448736021,2.617261967,19583.29857,0.827912906,0.955673405,0.901311338,0,0.934742054,0.901311338,0.369054709,1.56E-05,-0.231896974,0.062984311,flat
CIM,6/30/2018,-0.104693141,-0.002871913,0.021777516,-0.052918712,REIT - Diversified,Real Estate,1.172302778,3.176458662,33766.49026,0.843090726,0.931115945,0.830322009,0,0.818239761,0.830322009,-0.111182186,0.000299246,-0.16461205,0.104242221,flat
CL,9/30/2017,-0.027388019,-0.047436575,-0.01489478,0.075328162,Household & Personal Products,Consumer Defensive,1.22885314,-35.68518519,140.5259185,0.979099804,0.60367388,0.247861097,0.247861097,0.152742828,0.247861097,0.100724638,0.007994883,0.227347611,-0.002020202,flat
CL,12/31/2017,-0.000701656,-0.026520848,-0.018334712,-0.011521377,Household & Personal Products,Consumer Defensive,1.36120892,-56.8,138.7975334,0.980829915,0.604316547,0.256937307,0.256937307,0.08299075,0.256937307,0.100977199,-0.0108582,1.359133127,-0.010540184,flat
CL,3/31/2018,0.129767646,0.024244833,0.076141425,0.059041096,Household & Personal Products,Consumer Defensive,1.07839196,-15.98393574,149.94003,0.992315886,0.603198401,0.246626687,0.246626687,0.15842079,0.246626687,-0.803760282,0.002530093,0.094637224,0.006493506,down
CL,6/30/2018,-0.094013605,-0.059463277,-0.138662527,-0.073079065,Household & Personal Products,Consumer Defensive,1.058346017,-7.537284895,145.117087,1.014940711,0.593412249,0.253216675,0.253216675,0.16392177,0.253216675,-0.021608643,-0.010047511,0.091051805,-0.039647577,flat
CLNE,9/30/2017,-0.067375887,0.011538462,0.11440678,0.10041841,Oil & Gas Refining & Marketing,Energy,3.523690906,0.212263703,344.7489975,0.416961901,0.103518682,-0.372102406,-0.372102406,-1.150980536,-0.372102406,-0.102555614,0.005595401,-0.78780765,3.072234763,down
CLNE,12/31/2017,-0.417073171,-0.020491803,-0.008298755,-0.036290323,Oil & Gas Refining & Marketing,Energy,1.499739302,0.476123563,340.0508399,0.43218691,0.42731243,-0.062015677,-0.062015677,-0.31743561,-0.062015677,-0.255841024,0.028429178,-0.37012735,-19.23263889,down
CLNE,3/31/2018,-0.424710425,0.034722222,-0.276699029,-0.401606426,Oil & Gas Refining & Marketing,Energy,1.581907045,0.491159395,429.8497603,0.437168628,0.464898489,0.155942697,0.155942697,0.119351972,0.155942697,0.218669144,0.022026407,0.15087547,-0.937420179,flat
CLNE,6/30/2018,-0.173076923,0.28742515,0.47766323,0.038647343,Oil & Gas Refining & Marketing,Energy,2.132179812,0.354633564,441.4683469,0.376594086,0.352164843,-0.118977677,-0.118977677,-0.169937701,-0.118977677,-0.088827354,-0.025176498,-0.214613779,-0.218454477,down
CLR,9/30/2017,-0.29061885,0.032463399,-0.219065961,-0.281028369,Oil & Gas E&P,Energy,0.939365661,0.264091037,505.492902,0.694408545,0.868247068,0.130230912,0.130230912,0.015926475,0.130230912,-0.596841616,0.002355966,1.947368421,0.141084215,up
CLR,12/31/2017,-0.064993565,0.180660888,0.27047508,0.03465464,Oil & Gas E&P,Energy,0.940975401,0.259245639,415.3423108,0.638638795,0.906144904,0.325994882,0.325994882,0.872277997,0.325994882,0.75479477,0.000992673,-0.675922957,0.16118174,flat
CLR,3/31/2018,0.114243323,-0.078366059,0.144817073,0.619531731,Oil & Gas E&P,Energy,0.927964022,0.259507489,368.3925718,0.627110787,0.860186961,0.362458749,0.362458749,0.222747588,0.362458749,0.552682256,0.005357743,0.341236867,0.007062812,down
CLR,6/30/2018,0.605602923,0.120346762,0.186925986,0.629419036,Oil & Gas E&P,Energy,0.97093178,0.264441467,403.0541041,0.620671312,0.8638974,0.360687411,0.360687411,0.227408852,0.360687411,0.244974575,0.006031905,0.413624291,0.007001839,flat
CLVS,9/30/2017,4.563053851,-0.127725524,0.531144465,0.252071187,Biotechnology,Healthcare,3.185714611,0.733265595,572.0201119,0.62850232,0.819945258,-3.601511365,-3.601511365,-3.609663216,-3.601511365,0.195734228,0.003650947,-0.185645523,-0.663099268,down
CLVS,3/31/2018,-0.041278066,-0.101052632,-0.097691808,-0.253496503,Biotechnology,Healthcare,6.550326537,0.27900704,289.9821843,0.548939204,0.783728338,-3.707390811,-3.707390811,-4.19446094,-3.707390811,-0.240792913,-0.004641953,-0.14983139,-0.00211656,up
